C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_01_236.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_01_236.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_01_236.jpg, 0, 0, 0, 7.789879E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_01_338.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_01_338.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_01_338.jpg, 0, 0, 0, 8.55488E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_01_444.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_01_444.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_01_444.jpg, 0, 0, 0, 7.78306E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_01_544.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_01_544.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_01_544.jpg, 0, 0, 0, 7.882853E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_01_653.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_01_653.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_01_653.jpg, 0, 0, 0, 8.323407E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_01_762.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_01_762.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_01_762.jpg, 0, 0, 0, 7.821608E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_01_864.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_01_864.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_01_864.jpg, 0, 0, 0, 7.939345E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_01_975.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_01_975.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_01_975.jpg, 0, 0, 0, 8.126506E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_02_081.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_02_081.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_02_081.jpg, 0, 0, 0, 7.808574E-05
C:\Users\LENOVO\Desktop\test data\IMG\center_2020_09_05_10_50_02_189.jpg, C:\Users\LENOVO\Desktop\test data\IMG\left_2020_09_05_10_50_02_189.jpg, C:\Users\LENOVO\Desktop\test data\IMG\right_2020_09_05_10_50_02_189.jpg, 0, 0, 0, 7.810644E-05
